NSEcode,BSEcode,ISIN,full_name,industry_name,industry_id,sector_name,sector_id,TL_SCORE
PARTYCRUS,,INE06ZX01015,Party Cruisers Ltd.,Special Consumer Services,108,Diversified Consumer Services,15,
PAVNAIND,543915,INE07S101020,Pavna Industries Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,52.24333416666667062600026838481426239013671875
SMCGLOBAL,543263,INE103C01036,SMC Global Securities Ltd.,Capital Markets,126,Banking and Finance,21,63.3599991666666682021968881599605083465576171875
MTARTECH,543270,INE864I01014,MTAR Technologies Ltd.,Defence,33,General Industrials,24,42.28222305555555493583597126416862010955810546875
EASEMYTRIP,543272,INE07O001026,Easy Trip Planners Ltd.,Travel Support Services,122,Diversified Consumer Services,15,40.6705555555555520186317153275012969970703125
11251148,543274,INE0EMB01015,Suumaya Corporation Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
DRCSYSTEMS,543268,INE03RS01027,DRC Systems India Ltd.,Internet Software & Services,66,Software & Services,1,51.51138805555554966986164799891412258148193359375
LXCHEM,543277,INE576O01020,Laxmi Organic Industries Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,55.56083416666667318395411712117493152618408203125
13521079,543273,INE0CJD01011,Knowledge Marine & Engineering Works Ltd.,Marine Port & Services,75,Transportation,9,
CRAFTSMAN,543276,INE00LO01017,Craftsman Automation Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,47.2294444444444394548554555512964725494384765625
ANURAS,543275,INE930P01018,Anupam Rasayan India Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,30.537500833333336203168073552660644054412841796875
KALYANKJIL,543278,INE303R01014,Kalyan Jewellers India Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,59.432777777777772598710726015269756317138671875
NAZARA,543280,INE418L01021,Nazara Technologies Ltd.,Internet Software & Services,66,Software & Services,1,52.87916666666666998253276688046753406524658203125
SURYODAY,543279,INE428Q01011,Suryoday Small Finance Bank Ltd.,Banks,11,Banking and Finance,21,63.2008341666666666469609481282532215118408203125
DAVANGERE,543267,INE179G01029,Davangere Sugar Company Ltd.,Sugar,112,Food Beverages & Tobacco,4,39.63361194444444635109903174452483654022216796875
JUBLINGREA,543271,INE0BY001018,Jubilant Ingrevia Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,46.05611194444444578266484313644468784332275390625
13192830,543282,INE0GX601011,Niks Technology Ltd.,Education,38,Diversified Consumer Services,15,
BARBEQUE,543283,INE382M01027,Barbeque-Nation Hospitality Ltd.,Restaurants,105,Hotels Restaurants & Tourism,30,35.759722222222222853815765120089054107666015625
SIDDHIKA,,INE0A1E01018,Siddhika Coatings Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,
16691671,543284,INE0CPR01018,EKI Energy Services Ltd.,Consulting Services,28,Commercial Services & Supplies,25,33.8908333333333331438552704639732837677001953125
14620216,543285,INE0CQ101015,Rajeshwari Cans Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
VMARCIND,,INE0GXK01018,V-Marc India Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,
11290577,543286,INE0D9X01018,Jetmall Spices and Masala Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,
SUVIDHAA,543281,INE018401013,Suvidhaa Infoserve Ltd.,Other Financial Services,87,Banking and Finance,21,
LODHA,543287,INE670K01029,Macrotech Developers Ltd.,Realty,103,Realty,18,56.75194527777777153687566169537603855133056640625
17180081,543289,INE04CO01018,Kuberan Global Edu Solutions Ltd.,Education,38,Diversified Consumer Services,15,
DEEPINDS,543288,INE0FHS01024,Deep Industries Ltd.,Oil Equipment & Services,82,Oil & Gas,12,57.665555555555556566105224192142486572265625
PGINVIT,543290,INE0GGX23010,PowerGrid Infrastructure Investment Trust,REITs-InvITs,128,Utilities,28,74.8455563888888804058296955190598964691162109375
AILIMITED,,INE0CAJ01017,Abhishek Integrations Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,
14095362,543305,INE0DB001013,Navoday Enterprises Ltd.,Consulting Services,28,Commercial Services & Supplies,25,
SHYAMMETL,543299,INE810G01011,Shyam Metalics and Energy Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,61.072223055555554083184688352048397064208984375
SONACOMS,543300,INE073K01018,Sona BLW Precision Forgings Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,49.68249916666666621267722803167998790740966796875
IWEL,543297,INE0FLR01028,Inox Wind Energy Ltd.,Electric Utilities,39,Utilities,28,38.6375008333333340715398662723600864410400390625
VINEETLAB,543298,INE505Y01010,Vineet Laboratories Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,43.051111944444443224710994400084018707275390625
DODLA,543306,INE021O01019,Dodla Dairy Ltd.,Packaged Foods,95,FMCG,7,54.2122230555555546516188769601285457611083984375
13160040,543309,INE0H8J01015,Adeshwar Meditex Ltd.,Medical Equipment,76,Healthcare Equipment & Supplies,29,
KIMS,543308,INE967H01025,Krishna Institute of Medical Sciences Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,48.641388055555552227815496735274791717529296875
17154247,543310,INE0B6101012,Times Green Energy (India) Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,
IPL,543311,INE0D6701023,India Pesticides Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,36.82083333333333285963817615993320941925048828125
WALPAR,,INE0G2G01015,Walpar Nutritions Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
GRINFRA,543317,INE201P01022,G R Infraprojects Ltd.,Roads & Highways,106,Cement and Construction ,26,47.85027694444443824295376543886959552764892578125
CLEAN,543318,INE227W01023,Clean Science & Technology Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,37.29500083333334004009884665720164775848388671875
11251159,543319,INE0C5901014,AA Plus Tradelink Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
ZOMATO,543320,INE758T01015,Zomato Ltd.,Internet Software & Services,66,Software & Services,1,57.5394452777777729579611332155764102935791015625
TATVA,543321,INE0GK401011,Tatva Chintan Pharma Chem Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,51.32916666666667282470370992086827754974365234375
GLS,543322,INE03Q201024,Glenmark Life Sciences Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,51.706388055555549954078742302954196929931640625
REXPIPES,,INE00D001018,Rex Pipes and Cables Industries Ltd.,Plastic Products,101,General Industrials,24,
16691687,543324,INE199P01028,Gretex Corporate Services Ltd.,Other Financial Services,87,Banking and Finance,21,55.2780555555555537239342811517417430877685546875
NPST,,INE0FFK01017,Network People Services Technologies Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,61.8955563888888917745134676806628704071044921875
ROLEXRINGS,543325,INE645S01016,Rolex Rings Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,55.2961102777777711025919415988028049468994140625
WINDLAS,543329,INE0H5O01029,Windlas Biotech Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,65.82944527777777921073720790445804595947265625
DEVYANI,543330,INE872J01023,Devyani International Ltd.,Restaurants,105,Hotels Restaurants & Tourism,30,33.89500083333333435575696057640016078948974609375
EXXARO,543327,INE0GFE01018,Exxaro Tiles Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,47.1705555555555520186317153275012969970703125
KRSNAA,543328,INE08LI01020,Krsnaa Diagnostics Ltd.,Healthcare Services,52,Diversified Consumer Services,15,45.59527694444444279042727430351078510284423828125
16550610,543346,INE0EAX01014,Aashka Hospitals Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,
CARTRADE,543333,INE290S01011,CarTrade Tech Ltd.,Internet & Catalogue Retail,65,Software & Services,1,55.34083416666667432082249433733522891998291015625
NUVOCO,543334,INE118D01016,Nuvoco Vistas Corporation Ltd.,Cement & Cement Products,18,Cement and Construction ,26,72.610556388888880974263884127140045166015625
CHEMPLASTS,543336,INE488A01050,Chemplast Sanmar Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,26.208889722222220797220870736055076122283935546875
APTUS,543335,INE852O01025,Aptus Value Housing Finance India Ltd.,Housing Finance ,60,Banking and Finance,21,44.674444444444446844499907456338405609130859375
DUGLOBAL,,INE0HPK01020,DU Digital Global Ltd.,Travel Support Services,122,Diversified Consumer Services,15,
15210832,543366,INE0DLM01024,SBL Infratech Ltd.,Realty,103,Realty,18,
EPIGRAL,543332,INE071N01016,Epigral Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,51.48638805555555109094711951911449432373046875
MOL,543331,INE0CT101020,Meghmani Organics Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,39.2297222222222217169473879039287567138671875
BEWLTD,,INE0HQI01014,BEW Engineering Ltd.,Other Industrial Products,90,General Industrials,24,
13192882,543351,INE0GOA01018,Naapbooks Ltd.,IT Software Products,72,Software & Services,1,
13240199,543352,INE0DTJ01015,PlatinumOne Business Services Ltd.,BPO/KPO,13,Software & Services,1,
VIJAYA,543350,INE043W01024,Vijaya Diagnostic Centre Ltd.,Healthcare Services,52,Diversified Consumer Services,15,58.563610277777769397289375774562358856201171875
AMIORG,543349,INE00FF01017,Ami Organics Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,36.68083333333333939663134515285491943359375
543341,543341,INE647W01014,Sharpline Broadcast Ltd.,Advertising & Media,3,Media,3,
13160089,543363,INE0GAO01018,Prevest Denpro Ltd.,Medical Equipment,76,Healthcare Equipment & Supplies,29,40.29444444444444428654605871997773647308349609375
SANSERA,543358,INE953O01021,Sansera Engineering Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,63.53861027777776371294748969376087188720703125
15210833,543364,INE0FW001016,Markolines Pavement Technologies Ltd.,Construction & Engineering,26,Cement and Construction ,26,
QUADPRO,,INE0GOJ01027,Quadpro ITeS Ltd.,IT Consulting & Software,70,Software & Services,1,
PARAS,543367,INE045601015,Paras Defence and Space Technologies Ltd.,Defence,33,General Industrials,24,32.1813897222222209393294178880751132965087890625
11251163,543372,INE0H1201012,Getalong Enterprises Ltd.,Consulting Services,28,Commercial Services & Supplies,25,
JAINAM,,INE02KC01010,Jainam Ferro Alloys (I) Ltd.,Other Non-Ferrous Metals,93,Metals & Mining,13,
ABSLAMC,543374,INE404A01024,Aditya Birla Sun Life AMC Ltd.,Asset Management Cos.,8,Banking and Finance,21,51.2788880555555550699864397756755352020263671875
11120223,543373,INE0HLJ01013,Shri Venkatesh Refineries Ltd.,Edible Oils,37,FMCG,7,51.3883333333333354175920248962938785552978515625
11625399,543376,INE0GD201014,Samor Reality Ltd.,Realty,103,Realty,18,
BMETRICS,,INE0I3Y01014,Bombay Metrics Supply Chain Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
DYNAMIC,,INE0DZ701010,Dynamic Services & Security Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,
DESTINY,,INE0IGO01011,Destiny Logistics & Infra Ltd.,Transport Related Services,121,Transportation,9,
13192884,543378,INE0H8H01019,CWD Ltd.,Consumer Electronics,29,Consumer Durables,23,
15510832,543377,INE0CWK01019,Adishakti Loha and Ispat Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
543375,543375,INE0I2F01015,Promax Power Ltd.,Construction & Engineering,26,Cement and Construction ,26,
DKEGL,,INE0GN101014,D.K. Enterprises Global Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
KOTYARK,,INE0J0B01017,Kotyark Industries Ltd.,Utilities:Non-Electrical,123,Utilities,28,
NYKAA,543384,INE388Y01029,FSN E-Commerce Ventures Ltd.,Internet & Catalogue Retail,65,Software & Services,1,47.10583416666667488925668294541537761688232421875
NIDAN,,INE0J6L01013,Nidan Laboratories And Healthcare Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,
SIGACHI,543389,INE0D0K01022,Sigachi Industries Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,37.2041658333333344899074290879070758819580078125
FINOPB,543386,INE02NC01014,Fino Payments Bank Ltd.,Banks,11,Banking and Finance,21,
15210841,543391,INE07GA01011,Suyog Gurbaxani Funicular Ropeways Ltd.,Construction & Engineering,26,Cement and Construction ,26,
SJS,543387,INE284S01014,SJS Enterprises Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,59.490834166666672899737022817134857177734375
POLICYBZR,543390,INE417T01026,PB Fintech Ltd.,Internet Software & Services,66,Software & Services,1,49.95333416666667147865155129693448543548583984375
PAYTM,543396,INE982J01020,One97 Communications Ltd.,Internet Software & Services,66,Software & Services,1,43.0969444444444462760657188482582569122314453125
AIRTELPP,890157,IN9397D01014,Bharti Airtel Ltd Partly Paidup,Telecom Services,118,Telecom Services,10,
SAPPHIRE,543397,INE806T01020,Sapphire Foods India Ltd.,Restaurants,105,Hotels Restaurants & Tourism,30,48.0522230555555580622240086086094379425048828125
LATENTVIEW,543398,INE0I7C01011,Latent View Analytics Ltd.,Data Processing Services,32,Software & Services,1,36.21277694444444250621017999947071075439453125
NHIT,543385,INE0H7R23014,National Highways Infra Trust,REITs-InvITs,128,Utilities,28,29.09444361111111021500619244761765003204345703125
12140093,543400,INE0JFE01012,Omnipotent Industries Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
GOCOLORS,543401,INE0BJS01011,Go Fashion (India) Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,49.14666666666666827723020105622708797454833984375
TARSONS,543399,INE144Z01023,Tarsons Products Ltd.,Medical Equipment,76,Healthcare Equipment & Supplies,29,40.14361194444444436157937161624431610107421875
13521102,543410,INE07L501010,DMR Hydroengineering & Infrastructure Ltd.,Consulting Services,28,Commercial Services & Supplies,25,
TEGA,543413,INE011K01018,Tega Industries Ltd.,Mining,77,Metals & Mining,13,53.309166666666669698315672576427459716796875
STARHEALTH,543412,INE575P01011,Star Health and Allied Insurance Company Ltd.,General Insurance,127,Banking and Finance,21,61.236945277777778073868830688297748565673828125
EUROBOND,,INE505V01016,Euro Panel Products Ltd.,Aluminium and Aluminium Products,7,Metals & Mining,13,
RATEGAIN,543417,INE0CLI01024,RateGain Travel Technologies Ltd.,IT Software Products,72,Software & Services,1,61.56055638888889092186218476854264736175537109375
ANANDRATHI,543415,INE463V01026,Anand Rathi Wealth Ltd.,Capital Markets,126,Banking and Finance,21,50.534999166666665360025945119559764862060546875
SHRIRAMPPS,543419,INE217L01019,Shriram Properties Ltd.,Realty,103,Realty,18,58.959166666666675382657558657228946685791015625
NRL,,INE0JM501013,Nupur Recyclers Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,34.9022222222222211485131992958486080169677734375
MAPMYINDIA,543425,INE0BV301023,C.E. Info Systems Ltd.,Internet Software & Services,66,Software & Services,1,45.11555555555555230284880963154137134552001953125
METROBRAND,543426,INE317I01021,Metro Brands Ltd.,Footwear,47,Retailing,6,43.6580555555555491764607722871005535125732421875
HPAL,543433,INE0GSL01024,HP Adhesives Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,67.6299999999999954525264911353588104248046875
MEDPLUS,543427,INE804L01022,Medplus Health Services Ltd.,Healthcare Supplies,53,Healthcare Equipment & Supplies,29,55.06194527777777381061241612769663333892822265625
FOCE,,INE0I7D01019,Foce India Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,
NORTHARC,544260,INE850M01015,Northern Arc Capital Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
FUSION,543652,INE139R01012,Fusion Finance Ltd.,Finance (including NBFCs),44,Banking and Finance,21,43.1269444444444474129340960644185543060302734375
DATAPATTNS,543428,INE0IX101010,Data Patterns (India) Ltd.,Defence,33,General Industrials,24,45.3072230555555535147504997439682483673095703125
AWL,543458,INE699H01024,Adani Wilmar Ltd.,Edible Oils,37,FMCG,7,51.652499166666672181236208416521549224853515625
SUPRIYA,543434,INE07RO01027,Supriya Lifescience Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,61.45444527777777210530985030345618724822998046875
ESAFSFB,544020,INE818W01011,ESAF Small Finance Bank Ltd.,Banks,11,Banking and Finance,21,58.018888055555549954078742302954196929931640625
JSFB,544118,INE953L01027,Jana Small Finance Bank Ltd.,Banks,11,Banking and Finance,21,59.717499166666669907499453984200954437255859375
MEDIASSIST,544088,INE456Z01021,Medi Assist Healthcare Services Ltd.,Healthcare Services,52,Diversified Consumer Services,15,37.76361194444444890905288048088550567626953125
CMSINFO,543441,INE925R01014,CMS Info Systems Ltd.,Other Financial Services,87,Banking and Finance,21,54.81555555555555514501975267194211483001708984375
TRACXN,543638,INE0HMF01019,Tracxn Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,42.11999916666666621267722803167998790740966796875
13192900,543436,INE0IM001015,Wherrelz IT Solutions Ltd.,IT Consulting & Software,70,Software & Services,1,
17041143,543439,INE0ILD01014,Brandbucket Media & Technology Ltd.,Advertising & Media,3,Media,3,
14620225,543435,INE0JJS01014,Clara Industries Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
VIVO,,INE0IA701014,Vivo Collaboration Solutions Ltd.,Internet Software & Services,66,Software & Services,1,
ABCOTS,,INE08PH01015,AB Cotspin India Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
17180088,543443,INE0E4I01019,Ascensive Educare Ltd.,Education,38,Diversified Consumer Services,15,
TIMESCAN,,INE0IJY01014,Timescan Logistics (India) Ltd.,Transportation - Logistics,120,Transportation,9,
12541676,543444,INE0DRT01018,Fabino Enterprises Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
17080258,543453,INE0KA601012,Alkosign Ltd.,Commodity Printing/Stationery,23,Commercial Services & Supplies,25,
AGSTRA,543451,INE583L01014,AGS Transact Technologies Ltd.,Internet Software & Services,66,Software & Services,1,29.33527861111111434411213849671185016632080078125
16691725,543461,INE0JNA01014,Safa Systems & Technologies Ltd.,Distributors,35,Commercial Services & Supplies,25,
13521120,543460,INE0KAF01018,Quality RO Industries Ltd.,Other Industrial Goods,89,General Industrials,24,
13521121,543464,INE0JSJ01014,Maruti Interior Products Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,
MADHAVBAUG,,INE0JR301013,Vaidya Sane Ayurved Laboratories Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,
MANYAVAR,543463,INE825V01034,Vedant Fashions Ltd.,Specialty Retail,110,Retailing,6,46.28555555555555400815137545578181743621826171875
RICHA,,INE0J1P01015,Richa Info Systems Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,
LICI,543526,INE0J1Y01017,Life Insurance Corporation of India,Life Insurance,125,Banking and Finance,21,32.21972222222222370646704803220927715301513671875
13192927,543475,INE0KCM01010,Ekennis Software Service Ltd.,IT Consulting & Software,70,Software & Services,1,
SHIGAN,,INE03KJ01013,Shigan Quantum Technologies Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,
SPRL,,INE0JW501011,SP Refractories Ltd.,Other Industrial Goods,89,General Industrials,24,
COOLCAPS,,INE0HS001010,Cool Caps Industries Ltd.,Plastic Products,101,General Industrials,24,
KNAGRI,,INE0KNW01016,KN Agri Resources Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,
522271,522271,INE670F01011,Union Bearings (India) Ltd,Industrial Machinery,62,General Industrials,24,
RUSHABEAR,531371,INE019K01010,Rushabh Precision Bearings Ltd,Auto Parts & Equipment,9,Automobiles & Auto Components,20,
SWARAJ,,INE0GMR01016,Swaraj Suiting Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
12060150,543497,INE0KQ001017,Bhatia Colour Chem Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,
12541686,543500,INE0JVD01011,Evoq Remedies Ltd.,Healthcare Supplies,53,Healthcare Equipment & Supplies,29,
12541687,543499,INE0K1401012,Achyut Healthcare Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
EUREKAFORB,543482,INE0KCE01017,Eureka Forbes Ltd.,Consumer Electronics,29,Consumer Durables,23,66.78805638888889006921090185642242431640625
PROPEQUITY,,INE0KN801013,P E Analytics Ltd.,IT Software Products,72,Software & Services,1,
GATEWAY,543489,INE079J01017,Gateway Distriparks Ltd.,Transportation - Logistics,120,Transportation,9,58.32361027777776740776971564628183841705322265625
KRISHIVAL,,INE0GGO01015,Krishival Foods Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,
KRISHNADEF,,INE0J5601015,Krishna Defence and Allied Industries Ltd.,Defence,33,General Industrials,24,
GMRP&UI,543490,INE0CU601026,GMR Power and Urban Infra Ltd.,Electric Utilities,39,Utilities,28,
UMAEXPORTS,543513,INE0GIU01018,Uma Exports Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,43.85916583333332852134844870306551456451416015625
VERANDA,543514,INE0IQ001011,Veranda Learning Solutions Ltd.,IT Training Services,73,Software & Services,1,38.991944444444442297026398591697216033935546875
JSLL,,INE0J5801011,Jeena Sikho Lifecare Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
MSUMI,543498,INE0FS801015,Motherson Sumi Wiring India Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,66.8358324999999950932760839350521564483642578125
11251204,543515,INE0KPY01017,Sunrise Efficient Marketing Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
11550139,543516,INE0K5F01014,Dhyaani Tradeventures Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
15070571,543518,INE0KSN01014,Eighty Jewellers Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,
HARIOMPIPE,543517,INE00EV01017,Hariom Pipe Industries Ltd.,Iron & Steel Products,69,Metals & Mining,13,43.80861194444444350892808870412409305572509765625
LEMERITE,,INE0G1L01017,Le Merite Exports Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
11570151,543519,INE0JMN01019,Shashwat Furnishing Solutions Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,
16550649,543520,INE0J2K01014,Global Longlife Hospital and Research Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,
15070572,543522,INE0E5R01017,Nanavati Ventures Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
17170016,543521,INE0L3H01014,Fone4 Communications (India) Ltd.,Specialty Retail,110,Retailing,6,
ETHOSLTD,543532,INE04TZ01018,Ethos Ltd.,Specialty Retail,110,Retailing,6,51.82249916666666678111141663976013660430908203125
VENUSPIPES,543528,INE0JA001018,Venus Pipes & Tubes Ltd.,Iron & Steel Products,69,Metals & Mining,13,48.259723055555554083184688352048397064208984375
RAINBOW,543524,INE961O01016,Rainbow Childrens Medicare Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,50.8608341666666774472105316817760467529296875
CAMPUS,543523,INE278Y01022,Campus Activewear Ltd.,Footwear,47,Retailing,6,47.754723055555558630658197216689586639404296875
SONUINFRA,,INE0JZA01018,Sonu Infratech Ltd.,Construction & Engineering,26,Cement and Construction ,26,
PRUDENT,543527,INE00F201020,Prudent Corporate Advisory Services Ltd.,Other Financial Services,87,Banking and Finance,21,54.40916666666667111940114409662783145904541015625
DELHIVERY,543529,INE148O01028,Delhivery Ltd.,Transportation - Logistics,120,Transportation,9,37.57111194444444635109903174452483654022216796875
PARADEEP,543530,INE088F01024,Paradeep Phosphates Ltd.,Fertilizers,42,Fertilizers,27,62.883888055555559049025760032236576080322265625
EMUDHRA,543533,INE01QM01018,eMudhra Ltd.,Misc. Commercial Services,78,Commercial Services & Supplies,25,43.6477769444444447799469344317913055419921875
RILINFRA,,INE02OY01016,Rachana Infrastructure Ltd.,Construction & Engineering,26,Cement and Construction ,26,
GSTL,,INE00WS01056,Globesecure Technologies Ltd.,IT Software Products,72,Software & Services,1,
AETHER,543534,INE0BWX01014,Aether Industries Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,32.23305472222222078926279209554195404052734375
AURUMPP1,890168,IN9898S01027,Aurum PropTech Ltd Partly Paidup,IT Consulting & Software,70,Software & Services,1,
FIDEL,,INE0LQQ01019,Fidel Softech Ltd.,IT Consulting & Software,70,Software & Services,1,47.10694444444444428654605871997773647308349609375
543531,543531,INE05CY01014,Tierra Agrotech Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,26.28388972222222008667813497595489025115966796875
16620706,543536,INE0KXN01014,Silver Pearl Hospitality & Luxury Spaces Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,
11290611,543538,INE0K6L01010,Goel Food Products Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,
16030592,543537,INE0IXR01019,Scarnose International Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
11625589,543539,INE0L0L01012,Modis Navnirman Ltd.,Realty,103,Realty,18,
16620711,543540,INE0GTX01019,Pearl Green Clubs and Resorts Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,
KCK,,INE0J1E01019,KCK Industries Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,
PRECISION,,INE0HKW01018,Precision Metaliks Ltd.,Auto Parts & Equipment,9,Automobiles & Auto Components,20,
17090178,543541,INE0KHQ01010,Sailani Tours N Travels Ltd.,Travel Support Services,122,Diversified Consumer Services,15,
15070573,543545,INE0ID001024,Veerkrupa Jewellers Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,
SKP,,INE0KZA01016,SKP Bearing Industries Ltd.,Other Industrial Products,90,General Industrials,24,
11625591,543543,INE0IZQ01016,B-Right Realestate Ltd.,Realty,103,Realty,18,
11625592,543542,INE0L1C01019,Kesar India Ltd.,Realty,103,Realty,18,46.9272230555555580622240086086094379425048828125
11625593,543544,INE0KR801019,Jayant Infratech Ltd.,Construction & Engineering,26,Cement and Construction ,26,
11290617,543546,INE0L3501015,Healthy Life Agritec Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,
AGNI,,INE0LF301013,Agni Green Power Ltd.,Electric Utilities,39,Utilities,28,
MWL,,INE0JYY01011,Mangalam Worldwide Ltd.,Iron & Steel Products,69,Metals & Mining,13,52.7300008333333352084082434885203838348388671875
543547,543547,INE0HR601026,Ddev Plastiks Industries Ltd.,Plastic Products,101,General Industrials,24,63.3566666666666691298814839683473110198974609375
USASEEDS,,INE0CBM01019,Upsurge Seeds of Agriculture Ltd.,Other Agricultural Products,84,Food Beverages & Tobacco,4,
DATAPROINF,517473,INE873A01020,Datapro Information Technology Ltd,Others,137,Others,14,
DATARSWICH,517516,,Datar Switchgear Ltd,Others,137,Others,14,
504362,504362,INE232P01019,S P Finance & Trading Ltd,Others,137,Others,14,
890143,890143,IN9694E01012,Kanpur Plastipack Ltd Partly Paid Up,Containers & Packaging,30,Commercial Services & Supplies,25,
VEEKAYEM,,INE0KTW01013,Veekayem Fashion and Apparels Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
13192981,543578,INE0M3901015,Olatech Solutions Ltd.,IT Software Products,72,Software & Services,1,
SYRMA,543573,INE0DYJ01015,Syrma SGS Technology Ltd.,Other Electrical Equipment/Products,86,Consumer Durables,23,28.54472222222221944321063347160816192626953125
11290610,543579,INE0JNB01012,Naturo Indiabull Ltd.,Personal Products,97,FMCG,7,
JFLLIFE,,INE0LA901015,JFL Life Sciences Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
13560247,543590,INE0KKN01029,Rhetan TMT Ltd.,Iron & Steel Products,69,Metals & Mining,13,49.42388805555555109094711951911449432373046875
DREAMFOLKS,543591,INE0JS101016,Dreamfolks Services Ltd.,Travel Support Services,122,Diversified Consumer Services,15,44.132223055555556356921442784368991851806640625
